row_idx,col_idx,nH,colDen,tg_guess,final_Tg,attempt_number,attempt_type,converged,repeat_equilibrium,co_int_TB,error_message
0,56,10.0,2.477076355991714e+21,5.12,23746.881683151354,1,successful,True,0,0.0005874859255180423,
0,57,10.0,2.848035868435793e+21,5.12,21030.5342263083,1,successful,True,0,0.0008083393360000835,
0,58,10.0,3.2745491628777317e+21,5.12,18301.43776375994,1,successful,True,0,0.00114133197094276,
0,59,10.0,3.7649358067924557e+21,5.12,15615.785960879526,1,successful,True,0,0.0016622411543308947,
0,60,10.0,4.3287612810830613e+21,5.12,13035.852203788843,1,successful,True,0,0.0026134012616517003,
0,61,10.0,4.977023564332093e+21,5.12,10626.761461461521,1,successful,True,0,0.004412319018120418,
0,62,10.0,5.72236765935022e+21,5.12,8451.52322543748,1,successful,True,0,0.007972351958836906,
0,63,10.0,6.57933224657571e+21,5.12,6565.038046054882,1,successful,True,0,0.015413149002552536,
0,64,10.0,7.56463327554629e+21,5.12,5007.659680180519,1,successful,True,0,0.031132310732285604,
0,65,10.0,8.697490026177799e+21,5.12,3795.111965401974,1,successful,True,0,0.06922486325978908,
0,66,10.0,1e+22,5.12,2912.4561669214004,1,successful,True,0,0.15949654733372334,
0,67,10.0,1.1497569953977404e+22,5.12,2313.126181963012,1,successful,True,0,0.34498261982291517,
0,68,10.0,1.3219411484660287e+22,5.12,1911.280466202569,1,successful,True,0,0.7250959547232431,
0,69,10.0,1.519911082952927e+22,5.12,1622.0006792355543,1,successful,True,0,1.4308278317484024,
0,70,10.0,1.747528400007683e+22,5.12,1327.668645375186,1,successful,True,0,2.843949524310072,
0,71,10.0,2.009233002565054e+22,5.12,910.9879625154072,1,successful,True,0,6.056747024948727,
0,72,10.0,2.310129700083158e+22,5.12,593.2328061946455,1,successful,True,0,10.699138028135636,
0,73,10.0,2.6560877829466947e+22,5.12,445.01504098127873,1,successful,True,0,15.096650976144735,
0,74,10.0,3.0538555088334123e+22,5.12,372.45642970704466,1,successful,True,0,19.096106535987026,
0,75,10.0,3.511191734215142e+22,5.12,344.30685959792226,1,successful,True,0,22.387160307738874,
0,76,10.0,4.037017258596549e+22,5.12,336.15206348238655,1,successful,True,0,25.24381860467945,
0,77,10.0,4.641588833612792e+22,5.12,334.40025871942424,1,successful,True,0,28.08004750664651,
0,78,10.0,5.336699231206302e+22,5.12,334.1636580079015,1,successful,True,0,31.09589110568976,
0,79,10.0,6.135907273413189e+22,5.12,334.2218261472355,1,successful,True,0,34.36078274445335,
0,80,10.0,7.054802310718631e+22,5.12,334.35596804170154,1,successful,True,0,37.90268787686798,
0,81,10.0,8.11130830789689e+22,5.12,334.5342669735964,1,successful,True,0,41.74061303297379,
0,82,10.0,9.32603346883218e+22,5.12,334.7404901778411,1,successful,True,0,45.892416085740486,
0,83,10.0,1.0722672220103254e+23,5.12,334.9656373642253,1,successful,True,0,50.376372680227085,
